HighestModule	HigherModule	Module	KO
Energy metabolism	Carbon fixation	M00167 Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P (10)  (complete 7/7)	K03841
Energy metabolism	Carbon fixation	M00167 Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P (10)  (complete 7/7)	K11532
Energy metabolism	Carbon fixation	M00168 CAM (Crassulacean acid metabolism), dark (4)  (complete 2/2)	K00024
Energy metabolism	Carbon fixation	M00168 CAM (Crassulacean acid metabolism), dark (4)  (complete 2/2)	K00025
Energy metabolism	Carbon fixation	M00168 CAM (Crassulacean acid metabolism), dark (4)  (complete 2/2)	K00026
Energy metabolism	Carbon fixation	M00168 CAM (Crassulacean acid metabolism), dark (4)  (complete 2/2)	K01595
Energy metabolism	Carbon fixation	M00169 CAM (Crassulacean acid metabolism), light (2)  (complete 2/2)	K00029
Energy metabolism	Carbon fixation	M00169 CAM (Crassulacean acid metabolism), light (2)  (complete 2/2)	K01006
Energy metabolism	Carbon fixation	M00172 C4-dicarboxylic acid cycle, NADP - malic enzyme type (4)  (complete 4/4)	K00029
Energy metabolism	Carbon fixation	M00172 C4-dicarboxylic acid cycle, NADP - malic enzyme type (4)  (complete 4/4)	K00051
Energy metabolism	Carbon fixation	M00172 C4-dicarboxylic acid cycle, NADP - malic enzyme type (4)  (complete 4/4)	K01006
Energy metabolism	Carbon fixation	M00172 C4-dicarboxylic acid cycle, NADP - malic enzyme type (4)  (complete 4/4)	K01595
Energy metabolism	Carbon fixation	M00171 C4-dicarboxylic acid cycle, NAD - malic enzyme type (9)  (complete 7/7)	K00025
Energy metabolism	Carbon fixation	M00171 C4-dicarboxylic acid cycle, NAD - malic enzyme type (9)  (complete 7/7)	K00026
Energy metabolism	Carbon fixation	M00171 C4-dicarboxylic acid cycle, NAD - malic enzyme type (9)  (complete 7/7)	K00028
Energy metabolism	Carbon fixation	M00171 C4-dicarboxylic acid cycle, NAD - malic enzyme type (9)  (complete 7/7)	K00814
Energy metabolism	Carbon fixation	M00171 C4-dicarboxylic acid cycle, NAD - malic enzyme type (9)  (complete 7/7)	K01006
Energy metabolism	Carbon fixation	M00171 C4-dicarboxylic acid cycle, NAD - malic enzyme type (9)  (complete 7/7)	K01595
Energy metabolism	Carbon fixation	M00171 C4-dicarboxylic acid cycle, NAD - malic enzyme type (9)  (complete 7/7)	K14272
Energy metabolism	Carbon fixation	M00171 C4-dicarboxylic acid cycle, NAD - malic enzyme type (9)  (complete 7/7)	K14454
Energy metabolism	Carbon fixation	M00171 C4-dicarboxylic acid cycle, NAD - malic enzyme type (9)  (complete 7/7)	K14455
Energy metabolism	Carbon fixation	M00170 C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type (4)  (complete 4/4)	K01595
Energy metabolism	Carbon fixation	M00170 C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type (4)  (complete 4/4)	K01610
Energy metabolism	Carbon fixation	M00170 C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type (4)  (complete 4/4)	K14454
Energy metabolism	Carbon fixation	M00170 C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type (4)  (complete 4/4)	K14455
Energy metabolism	Carbon fixation	M00173 Reductive citrate cycle (Arnon-Buchanan cycle) (43)  (complete 10/10)	K00024
Energy metabolism	Carbon fixation	M00173 Reductive citrate cycle (Arnon-Buchanan cycle) (43)  (complete 10/10)	K00031
Energy metabolism	Carbon fixation	M00173 Reductive citrate cycle (Arnon-Buchanan cycle) (43)  (complete 10/10)	K00169
Energy metabolism	Carbon fixation	M00173 Reductive citrate cycle (Arnon-Buchanan cycle) (43)  (complete 10/10)	K00170
Energy metabolism	Carbon fixation	M00173 Reductive citrate cycle (Arnon-Buchanan cycle) (43)  (complete 10/10)	K00171
Energy metabolism	Carbon fixation	M00173 Reductive citrate cycle (Arnon-Buchanan cycle) (43)  (complete 10/10)	K00172
Energy metabolism	Carbon fixation	M00173 Reductive citrate cycle (Arnon-Buchanan cycle) (43)  (complete 10/10)	K00174
Energy metabolism	Carbon fixation	M00173 Reductive citrate cycle (Arnon-Buchanan cycle) (43)  (complete 10/10)	K00175
Energy metabolism	Carbon fixation	M00173 Reductive citrate cycle (Arnon-Buchanan cycle) (43)  (complete 10/10)	K00176
Energy metabolism	Carbon fixation	M00173 Reductive citrate cycle (Arnon-Buchanan cycle) (43)  (complete 10/10)	K00177
Energy metabolism	Carbon fixation	M00173 Reductive citrate cycle (Arnon-Buchanan cycle) (43)  (complete 10/10)	K00239
Energy metabolism	Carbon fixation	M00173 Reductive citrate cycle (Arnon-Buchanan cycle) (43)  (complete 10/10)	K00240
Energy metabolism	Carbon fixation	M00173 Reductive citrate cycle (Arnon-Buchanan cycle) (43)  (complete 10/10)	K00241
Energy metabolism	Carbon fixation	M00173 Reductive citrate cycle (Arnon-Buchanan cycle) (43)  (complete 10/10)	K00242
Energy metabolism	Carbon fixation	M00173 Reductive citrate cycle (Arnon-Buchanan cycle) (43)  (complete 10/10)	K00244
Energy metabolism	Carbon fixation	M00173 Reductive citrate cycle (Arnon-Buchanan cycle) (43)  (complete 10/10)	K00245
Energy metabolism	Carbon fixation	M00173 Reductive citrate cycle (Arnon-Buchanan cycle) (43)  (complete 10/10)	K00246
Energy metabolism	Carbon fixation	M00173 Reductive citrate cycle (Arnon-Buchanan cycle) (43)  (complete 10/10)	K00247
Energy metabolism	Carbon fixation	M00173 Reductive citrate cycle (Arnon-Buchanan cycle) (43)  (complete 10/10)	K01006
Energy metabolism	Carbon fixation	M00173 Reductive citrate cycle (Arnon-Buchanan cycle) (43)  (complete 10/10)	K01007
Energy metabolism	Carbon fixation	M00173 Reductive citrate cycle (Arnon-Buchanan cycle) (43)  (complete 10/10)	K01595
Energy metabolism	Carbon fixation	M00173 Reductive citrate cycle (Arnon-Buchanan cycle) (43)  (complete 10/10)	K01676
Energy metabolism	Carbon fixation	M00173 Reductive citrate cycle (Arnon-Buchanan cycle) (43)  (complete 10/10)	K01677
Energy metabolism	Carbon fixation	M00173 Reductive citrate cycle (Arnon-Buchanan cycle) (43)  (complete 10/10)	K01678
Energy metabolism	Carbon fixation	M00173 Reductive citrate cycle (Arnon-Buchanan cycle) (43)  (complete 10/10)	K01679
Energy metabolism	Carbon fixation	M00173 Reductive citrate cycle (Arnon-Buchanan cycle) (43)  (complete 10/10)	K01681
Energy metabolism	Carbon fixation	M00173 Reductive citrate cycle (Arnon-Buchanan cycle) (43)  (complete 10/10)	K01682
Energy metabolism	Carbon fixation	M00173 Reductive citrate cycle (Arnon-Buchanan cycle) (43)  (complete 10/10)	K01902
Energy metabolism	Carbon fixation	M00173 Reductive citrate cycle (Arnon-Buchanan cycle) (43)  (complete 10/10)	K01903
Energy metabolism	Carbon fixation	M00173 Reductive citrate cycle (Arnon-Buchanan cycle) (43)  (complete 10/10)	K01958
Energy metabolism	Carbon fixation	M00173 Reductive citrate cycle (Arnon-Buchanan cycle) (43)  (complete 10/10)	K01959
Energy metabolism	Carbon fixation	M00173 Reductive citrate cycle (Arnon-Buchanan cycle) (43)  (complete 10/10)	K01960
Energy metabolism	Carbon fixation	M00173 Reductive citrate cycle (Arnon-Buchanan cycle) (43)  (complete 10/10)	K03737
Energy metabolism	Carbon fixation	M00173 Reductive citrate cycle (Arnon-Buchanan cycle) (43)  (complete 10/10)	K15230
Energy metabolism	Carbon fixation	M00173 Reductive citrate cycle (Arnon-Buchanan cycle) (43)  (complete 10/10)	K15231
Energy metabolism	Carbon fixation	M00173 Reductive citrate cycle (Arnon-Buchanan cycle) (43)  (complete 10/10)	K15232
Energy metabolism	Carbon fixation	M00173 Reductive citrate cycle (Arnon-Buchanan cycle) (43)  (complete 10/10)	K15233
Energy metabolism	Carbon fixation	M00173 Reductive citrate cycle (Arnon-Buchanan cycle) (43)  (complete 10/10)	K15234
Energy metabolism	Carbon fixation	M00173 Reductive citrate cycle (Arnon-Buchanan cycle) (43)  (complete 10/10)	K18556
Energy metabolism	Carbon fixation	M00173 Reductive citrate cycle (Arnon-Buchanan cycle) (43)  (complete 10/10)	K18557
Energy metabolism	Carbon fixation	M00173 Reductive citrate cycle (Arnon-Buchanan cycle) (43)  (complete 10/10)	K18558
Energy metabolism	Carbon fixation	M00173 Reductive citrate cycle (Arnon-Buchanan cycle) (43)  (complete 10/10)	K18559
Energy metabolism	Carbon fixation	M00173 Reductive citrate cycle (Arnon-Buchanan cycle) (43)  (complete 10/10)	K18560
Energy metabolism	Carbon fixation	M00376 3-Hydroxypropionate bi-cycle (21)  (complete 13/13)	K00239
Energy metabolism	Carbon fixation	M00376 3-Hydroxypropionate bi-cycle (21)  (complete 13/13)	K00240
Energy metabolism	Carbon fixation	M00376 3-Hydroxypropionate bi-cycle (21)  (complete 13/13)	K00241
Energy metabolism	Carbon fixation	M00376 3-Hydroxypropionate bi-cycle (21)  (complete 13/13)	K01679
Energy metabolism	Carbon fixation	M00376 3-Hydroxypropionate bi-cycle (21)  (complete 13/13)	K01847
Energy metabolism	Carbon fixation	M00376 3-Hydroxypropionate bi-cycle (21)  (complete 13/13)	K01848
Energy metabolism	Carbon fixation	M00376 3-Hydroxypropionate bi-cycle (21)  (complete 13/13)	K01849
Energy metabolism	Carbon fixation	M00376 3-Hydroxypropionate bi-cycle (21)  (complete 13/13)	K01961
Energy metabolism	Carbon fixation	M00376 3-Hydroxypropionate bi-cycle (21)  (complete 13/13)	K01962
Energy metabolism	Carbon fixation	M00376 3-Hydroxypropionate bi-cycle (21)  (complete 13/13)	K01963
Energy metabolism	Carbon fixation	M00376 3-Hydroxypropionate bi-cycle (21)  (complete 13/13)	K02160
Energy metabolism	Carbon fixation	M00376 3-Hydroxypropionate bi-cycle (21)  (complete 13/13)	K05606
Energy metabolism	Carbon fixation	M00376 3-Hydroxypropionate bi-cycle (21)  (complete 13/13)	K08691
Energy metabolism	Carbon fixation	M00376 3-Hydroxypropionate bi-cycle (21)  (complete 13/13)	K09709
Energy metabolism	Carbon fixation	M00376 3-Hydroxypropionate bi-cycle (21)  (complete 13/13)	K14449
Energy metabolism	Carbon fixation	M00376 3-Hydroxypropionate bi-cycle (21)  (complete 13/13)	K14468
Energy metabolism	Carbon fixation	M00376 3-Hydroxypropionate bi-cycle (21)  (complete 13/13)	K14469
Energy metabolism	Carbon fixation	M00376 3-Hydroxypropionate bi-cycle (21)  (complete 13/13)	K14470
Energy metabolism	Carbon fixation	M00376 3-Hydroxypropionate bi-cycle (21)  (complete 13/13)	K14471
Energy metabolism	Carbon fixation	M00376 3-Hydroxypropionate bi-cycle (21)  (complete 13/13)	K14472
Energy metabolism	Carbon fixation	M00376 3-Hydroxypropionate bi-cycle (21)  (complete 13/13)	K15052
Energy metabolism	Carbon fixation	M00375 Hydroxypropionate-hydroxybutylate cycle (18)  (complete 14/14)	K00626
Energy metabolism	Carbon fixation	M00375 Hydroxypropionate-hydroxybutylate cycle (18)  (complete 14/14)	K01848
Energy metabolism	Carbon fixation	M00375 Hydroxypropionate-hydroxybutylate cycle (18)  (complete 14/14)	K01849
Energy metabolism	Carbon fixation	M00375 Hydroxypropionate-hydroxybutylate cycle (18)  (complete 14/14)	K01964
Energy metabolism	Carbon fixation	M00375 Hydroxypropionate-hydroxybutylate cycle (18)  (complete 14/14)	K05606
Energy metabolism	Carbon fixation	M00375 Hydroxypropionate-hydroxybutylate cycle (18)  (complete 14/14)	K14465
Energy metabolism	Carbon fixation	M00375 Hydroxypropionate-hydroxybutylate cycle (18)  (complete 14/14)	K14466
Energy metabolism	Carbon fixation	M00375 Hydroxypropionate-hydroxybutylate cycle (18)  (complete 14/14)	K14534
Energy metabolism	Carbon fixation	M00375 Hydroxypropionate-hydroxybutylate cycle (18)  (complete 14/14)	K15016
Energy metabolism	Carbon fixation	M00375 Hydroxypropionate-hydroxybutylate cycle (18)  (complete 14/14)	K15017
Energy metabolism	Carbon fixation	M00375 Hydroxypropionate-hydroxybutylate cycle (18)  (complete 14/14)	K15018
Energy metabolism	Carbon fixation	M00375 Hydroxypropionate-hydroxybutylate cycle (18)  (complete 14/14)	K15019
Energy metabolism	Carbon fixation	M00375 Hydroxypropionate-hydroxybutylate cycle (18)  (complete 14/14)	K15020
Energy metabolism	Carbon fixation	M00375 Hydroxypropionate-hydroxybutylate cycle (18)  (complete 14/14)	K15036
Energy metabolism	Carbon fixation	M00375 Hydroxypropionate-hydroxybutylate cycle (18)  (complete 14/14)	K15037
Energy metabolism	Carbon fixation	M00375 Hydroxypropionate-hydroxybutylate cycle (18)  (complete 14/14)	K15038
Energy metabolism	Carbon fixation	M00375 Hydroxypropionate-hydroxybutylate cycle (18)  (complete 14/14)	K15039
Energy metabolism	Carbon fixation	M00375 Hydroxypropionate-hydroxybutylate cycle (18)  (complete 14/14)	K18861
Energy metabolism	Carbon fixation	M00374 Dicarboxylate-hydroxybutyrate cycle (23)  (complete 13/13)	K00024
Energy metabolism	Carbon fixation	M00374 Dicarboxylate-hydroxybutyrate cycle (23)  (complete 13/13)	K00169
Energy metabolism	Carbon fixation	M00374 Dicarboxylate-hydroxybutyrate cycle (23)  (complete 13/13)	K00170
Energy metabolism	Carbon fixation	M00374 Dicarboxylate-hydroxybutyrate cycle (23)  (complete 13/13)	K00171
Energy metabolism	Carbon fixation	M00374 Dicarboxylate-hydroxybutyrate cycle (23)  (complete 13/13)	K00172
Energy metabolism	Carbon fixation	M00374 Dicarboxylate-hydroxybutyrate cycle (23)  (complete 13/13)	K00239
Energy metabolism	Carbon fixation	M00374 Dicarboxylate-hydroxybutyrate cycle (23)  (complete 13/13)	K00240
Energy metabolism	Carbon fixation	M00374 Dicarboxylate-hydroxybutyrate cycle (23)  (complete 13/13)	K00241
Energy metabolism	Carbon fixation	M00374 Dicarboxylate-hydroxybutyrate cycle (23)  (complete 13/13)	K00626
Energy metabolism	Carbon fixation	M00374 Dicarboxylate-hydroxybutyrate cycle (23)  (complete 13/13)	K01007
Energy metabolism	Carbon fixation	M00374 Dicarboxylate-hydroxybutyrate cycle (23)  (complete 13/13)	K01595
Energy metabolism	Carbon fixation	M00374 Dicarboxylate-hydroxybutyrate cycle (23)  (complete 13/13)	K01677
Energy metabolism	Carbon fixation	M00374 Dicarboxylate-hydroxybutyrate cycle (23)  (complete 13/13)	K01678
Energy metabolism	Carbon fixation	M00374 Dicarboxylate-hydroxybutyrate cycle (23)  (complete 13/13)	K01902
Energy metabolism	Carbon fixation	M00374 Dicarboxylate-hydroxybutyrate cycle (23)  (complete 13/13)	K01903
Energy metabolism	Carbon fixation	M00374 Dicarboxylate-hydroxybutyrate cycle (23)  (complete 13/13)	K14465
Energy metabolism	Carbon fixation	M00374 Dicarboxylate-hydroxybutyrate cycle (23)  (complete 13/13)	K14467
Energy metabolism	Carbon fixation	M00374 Dicarboxylate-hydroxybutyrate cycle (23)  (complete 13/13)	K14534
Energy metabolism	Carbon fixation	M00374 Dicarboxylate-hydroxybutyrate cycle (23)  (complete 13/13)	K15016
Energy metabolism	Carbon fixation	M00374 Dicarboxylate-hydroxybutyrate cycle (23)  (complete 13/13)	K15017
Energy metabolism	Carbon fixation	M00374 Dicarboxylate-hydroxybutyrate cycle (23)  (complete 13/13)	K15038
Energy metabolism	Carbon fixation	M00374 Dicarboxylate-hydroxybutyrate cycle (23)  (complete 13/13)	K18860
Energy metabolism	Carbon fixation	M00374 Dicarboxylate-hydroxybutyrate cycle (23)  (complete 13/13)	K18861
Energy metabolism	Carbon fixation	M00377 Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) (16)  (complete 7/7)	K00194
Energy metabolism	Carbon fixation	M00377 Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) (16)  (complete 7/7)	K00197
Energy metabolism	Carbon fixation	M00377 Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) (16)  (complete 7/7)	K00198
Energy metabolism	Carbon fixation	M00377 Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) (16)  (complete 7/7)	K00297
Energy metabolism	Carbon fixation	M00377 Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) (16)  (complete 7/7)	K01491
Energy metabolism	Carbon fixation	M00377 Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) (16)  (complete 7/7)	K01500
Energy metabolism	Carbon fixation	M00377 Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) (16)  (complete 7/7)	K01938
Energy metabolism	Carbon fixation	M00377 Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) (16)  (complete 7/7)	K05299
Energy metabolism	Carbon fixation	M00377 Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) (16)  (complete 7/7)	K14138
Energy metabolism	Carbon fixation	M00377 Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) (16)  (complete 7/7)	K15022
Energy metabolism	Carbon fixation	M00377 Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) (16)  (complete 7/7)	K15023
Energy metabolism	Carbon fixation	M00377 Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) (16)  (complete 7/7)	K22015
Energy metabolism	Carbon fixation	M00377 Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) (16)  (complete 7/7)	K25007
Energy metabolism	Carbon fixation	M00377 Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) (16)  (complete 7/7)	K25008
Energy metabolism	Carbon fixation	M00377 Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) (16)  (complete 7/7)	K25123
Energy metabolism	Carbon fixation	M00377 Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) (16)  (complete 7/7)	K25124
Energy metabolism	Carbon fixation	M00579 Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate (4)  (complete 2/2)	K00625
Energy metabolism	Carbon fixation	M00579 Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate (4)  (complete 2/2)	K00925
Energy metabolism	Carbon fixation	M00579 Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate (4)  (complete 2/2)	K13788
Energy metabolism	Carbon fixation	M00579 Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate (4)  (complete 2/2)	K15024
Energy metabolism	Carbon fixation	M00620 Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate (17)  (complete 7/7)	K00024
Energy metabolism	Carbon fixation	M00620 Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate (17)  (complete 7/7)	K00169
Energy metabolism	Carbon fixation	M00620 Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate (17)  (complete 7/7)	K00170
Energy metabolism	Carbon fixation	M00620 Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate (17)  (complete 7/7)	K00171
Energy metabolism	Carbon fixation	M00620 Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate (17)  (complete 7/7)	K00172
Energy metabolism	Carbon fixation	M00620 Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate (17)  (complete 7/7)	K00174
Energy metabolism	Carbon fixation	M00620 Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate (17)  (complete 7/7)	K00175
Energy metabolism	Carbon fixation	M00620 Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate (17)  (complete 7/7)	K00176
Energy metabolism	Carbon fixation	M00620 Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate (17)  (complete 7/7)	K00177
Energy metabolism	Carbon fixation	M00620 Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate (17)  (complete 7/7)	K01677
Energy metabolism	Carbon fixation	M00620 Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate (17)  (complete 7/7)	K01678
Energy metabolism	Carbon fixation	M00620 Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate (17)  (complete 7/7)	K01902
Energy metabolism	Carbon fixation	M00620 Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate (17)  (complete 7/7)	K01903
Energy metabolism	Carbon fixation	M00620 Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate (17)  (complete 7/7)	K01959
Energy metabolism	Carbon fixation	M00620 Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate (17)  (complete 7/7)	K01960
Energy metabolism	Carbon fixation	M00620 Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate (17)  (complete 7/7)	K18209
Energy metabolism	Carbon fixation	M00620 Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate (17)  (complete 7/7)	K18210
Energy metabolism	Methane metabolism	M00567 Methanogenesis, CO2 => methane (37)  (complete 8/8)	K00125
Energy metabolism	Methane metabolism	M00567 Methanogenesis, CO2 => methane (37)  (complete 8/8)	K00200
Energy metabolism	Methane metabolism	M00567 Methanogenesis, CO2 => methane (37)  (complete 8/8)	K00201
Energy metabolism	Methane metabolism	M00567 Methanogenesis, CO2 => methane (37)  (complete 8/8)	K00202
Energy metabolism	Methane metabolism	M00567 Methanogenesis, CO2 => methane (37)  (complete 8/8)	K00203
Energy metabolism	Methane metabolism	M00567 Methanogenesis, CO2 => methane (37)  (complete 8/8)	K00204
Energy metabolism	Methane metabolism	M00567 Methanogenesis, CO2 => methane (37)  (complete 8/8)	K00205
Energy metabolism	Methane metabolism	M00567 Methanogenesis, CO2 => methane (37)  (complete 8/8)	K00319
Energy metabolism	Methane metabolism	M00567 Methanogenesis, CO2 => methane (37)  (complete 8/8)	K00320
Energy metabolism	Methane metabolism	M00567 Methanogenesis, CO2 => methane (37)  (complete 8/8)	K00399
Energy metabolism	Methane metabolism	M00567 Methanogenesis, CO2 => methane (37)  (complete 8/8)	K00401
Energy metabolism	Methane metabolism	M00567 Methanogenesis, CO2 => methane (37)  (complete 8/8)	K00402
Energy metabolism	Methane metabolism	M00567 Methanogenesis, CO2 => methane (37)  (complete 8/8)	K00577
Energy metabolism	Methane metabolism	M00567 Methanogenesis, CO2 => methane (37)  (complete 8/8)	K00578
Energy metabolism	Methane metabolism	M00567 Methanogenesis, CO2 => methane (37)  (complete 8/8)	K00579
Energy metabolism	Methane metabolism	M00567 Methanogenesis, CO2 => methane (37)  (complete 8/8)	K00580
Energy metabolism	Methane metabolism	M00567 Methanogenesis, CO2 => methane (37)  (complete 8/8)	K00581
Energy metabolism	Methane metabolism	M00567 Methanogenesis, CO2 => methane (37)  (complete 8/8)	K00582
Energy metabolism	Methane metabolism	M00567 Methanogenesis, CO2 => methane (37)  (complete 8/8)	K00583
Energy metabolism	Methane metabolism	M00567 Methanogenesis, CO2 => methane (37)  (complete 8/8)	K00584
Energy metabolism	Methane metabolism	M00567 Methanogenesis, CO2 => methane (37)  (complete 8/8)	K00672
Energy metabolism	Methane metabolism	M00567 Methanogenesis, CO2 => methane (37)  (complete 8/8)	K01499
Energy metabolism	Methane metabolism	M00567 Methanogenesis, CO2 => methane (37)  (complete 8/8)	K03388
Energy metabolism	Methane metabolism	M00567 Methanogenesis, CO2 => methane (37)  (complete 8/8)	K03389
Energy metabolism	Methane metabolism	M00567 Methanogenesis, CO2 => methane (37)  (complete 8/8)	K03390
Energy metabolism	Methane metabolism	M00567 Methanogenesis, CO2 => methane (37)  (complete 8/8)	K08264
Energy metabolism	Methane metabolism	M00567 Methanogenesis, CO2 => methane (37)  (complete 8/8)	K08265
Energy metabolism	Methane metabolism	M00567 Methanogenesis, CO2 => methane (37)  (complete 8/8)	K11260
Energy metabolism	Methane metabolism	M00567 Methanogenesis, CO2 => methane (37)  (complete 8/8)	K11261
Energy metabolism	Methane metabolism	M00567 Methanogenesis, CO2 => methane (37)  (complete 8/8)	K13942
Energy metabolism	Methane metabolism	M00567 Methanogenesis, CO2 => methane (37)  (complete 8/8)	K14126
Energy metabolism	Methane metabolism	M00567 Methanogenesis, CO2 => methane (37)  (complete 8/8)	K14127
Energy metabolism	Methane metabolism	M00567 Methanogenesis, CO2 => methane (37)  (complete 8/8)	K14128
Energy metabolism	Methane metabolism	M00567 Methanogenesis, CO2 => methane (37)  (complete 8/8)	K22480
Energy metabolism	Methane metabolism	M00567 Methanogenesis, CO2 => methane (37)  (complete 8/8)	K22481
Energy metabolism	Methane metabolism	M00567 Methanogenesis, CO2 => methane (37)  (complete 8/8)	K22482
Energy metabolism	Methane metabolism	M00567 Methanogenesis, CO2 => methane (37)  (complete 8/8)	K22516
Energy metabolism	Methane metabolism	M00357 Methanogenesis, acetate => methane (30)  (complete 5/5)	K00125
Energy metabolism	Methane metabolism	M00357 Methanogenesis, acetate => methane (30)  (complete 5/5)	K00193
Energy metabolism	Methane metabolism	M00357 Methanogenesis, acetate => methane (30)  (complete 5/5)	K00194
Energy metabolism	Methane metabolism	M00357 Methanogenesis, acetate => methane (30)  (complete 5/5)	K00197
Energy metabolism	Methane metabolism	M00357 Methanogenesis, acetate => methane (30)  (complete 5/5)	K00399
Energy metabolism	Methane metabolism	M00357 Methanogenesis, acetate => methane (30)  (complete 5/5)	K00401
Energy metabolism	Methane metabolism	M00357 Methanogenesis, acetate => methane (30)  (complete 5/5)	K00402
Energy metabolism	Methane metabolism	M00357 Methanogenesis, acetate => methane (30)  (complete 5/5)	K00577
Energy metabolism	Methane metabolism	M00357 Methanogenesis, acetate => methane (30)  (complete 5/5)	K00578
Energy metabolism	Methane metabolism	M00357 Methanogenesis, acetate => methane (30)  (complete 5/5)	K00579
Energy metabolism	Methane metabolism	M00357 Methanogenesis, acetate => methane (30)  (complete 5/5)	K00580
Energy metabolism	Methane metabolism	M00357 Methanogenesis, acetate => methane (30)  (complete 5/5)	K00581
Energy metabolism	Methane metabolism	M00357 Methanogenesis, acetate => methane (30)  (complete 5/5)	K00582
Energy metabolism	Methane metabolism	M00357 Methanogenesis, acetate => methane (30)  (complete 5/5)	K00583
Energy metabolism	Methane metabolism	M00357 Methanogenesis, acetate => methane (30)  (complete 5/5)	K00584
Energy metabolism	Methane metabolism	M00357 Methanogenesis, acetate => methane (30)  (complete 5/5)	K00625
Energy metabolism	Methane metabolism	M00357 Methanogenesis, acetate => methane (30)  (complete 5/5)	K00925
Energy metabolism	Methane metabolism	M00357 Methanogenesis, acetate => methane (30)  (complete 5/5)	K01895
Energy metabolism	Methane metabolism	M00357 Methanogenesis, acetate => methane (30)  (complete 5/5)	K03388
Energy metabolism	Methane metabolism	M00357 Methanogenesis, acetate => methane (30)  (complete 5/5)	K03389
Energy metabolism	Methane metabolism	M00357 Methanogenesis, acetate => methane (30)  (complete 5/5)	K03390
Energy metabolism	Methane metabolism	M00357 Methanogenesis, acetate => methane (30)  (complete 5/5)	K08264
Energy metabolism	Methane metabolism	M00357 Methanogenesis, acetate => methane (30)  (complete 5/5)	K08265
Energy metabolism	Methane metabolism	M00357 Methanogenesis, acetate => methane (30)  (complete 5/5)	K14126
Energy metabolism	Methane metabolism	M00357 Methanogenesis, acetate => methane (30)  (complete 5/5)	K14127
Energy metabolism	Methane metabolism	M00357 Methanogenesis, acetate => methane (30)  (complete 5/5)	K14128
Energy metabolism	Methane metabolism	M00357 Methanogenesis, acetate => methane (30)  (complete 5/5)	K22480
Energy metabolism	Methane metabolism	M00357 Methanogenesis, acetate => methane (30)  (complete 5/5)	K22481
Energy metabolism	Methane metabolism	M00357 Methanogenesis, acetate => methane (30)  (complete 5/5)	K22482
Energy metabolism	Methane metabolism	M00357 Methanogenesis, acetate => methane (30)  (complete 5/5)	K22516
Energy metabolism	Methane metabolism	M00356 Methanogenesis, methanol => methane (19)  (complete 3/3)	K00125
Energy metabolism	Methane metabolism	M00356 Methanogenesis, methanol => methane (19)  (complete 3/3)	K00399
Energy metabolism	Methane metabolism	M00356 Methanogenesis, methanol => methane (19)  (complete 3/3)	K00401
Energy metabolism	Methane metabolism	M00356 Methanogenesis, methanol => methane (19)  (complete 3/3)	K00402
